datetime,open,high,low,close,volume
2026-01-20T08:20:00-05:00,2367.9,2368.65,2367.35,2368.1,125
2026-01-20T08:21:00-05:00,2368.22,2368.77,2367.47,2368.02,126
2026-01-20T08:22:00-05:00,2367.92,2368.67,2367.37,2368.12,127
2026-01-20T08:23:00-05:00,2368.24,2368.79,2367.49,2368.04,128
2026-01-20T08:24:00-05:00,2367.94,2368.69,2367.39,2368.14,129
2026-01-20T08:25:00-05:00,2368.26,2368.81,2367.51,2368.06,130
2026-01-20T08:26:00-05:00,2367.96,2368.71,2367.41,2368.16,131
2026-01-20T08:27:00-05:00,2368.28,2368.83,2367.53,2368.08,125
2026-01-20T08:28:00-05:00,2367.98,2368.73,2367.43,2368.18,126
2026-01-20T08:29:00-05:00,2368.3,2368.85,2367.55,2368.1,127
2026-01-20T08:30:00-05:00,2368.0,2368.75,2367.45,2368.2,128
2026-01-20T08:31:00-05:00,2368.32,2368.87,2367.57,2368.12,129
2026-01-20T08:32:00-05:00,2368.02,2368.77,2367.47,2368.22,130
2026-01-20T08:33:00-05:00,2368.34,2368.89,2367.59,2368.14,131
2026-01-20T08:34:00-05:00,2368.04,2368.79,2367.49,2368.24,125
2026-01-20T08:35:00-05:00,2368.36,2368.91,2367.61,2368.16,126
2026-01-20T08:36:00-05:00,2368.06,2368.81,2367.51,2368.26,127
2026-01-20T08:37:00-05:00,2368.38,2368.93,2367.63,2368.18,128
2026-01-20T08:38:00-05:00,2368.08,2368.83,2367.53,2368.28,129
2026-01-20T08:39:00-05:00,2368.4,2368.95,2367.65,2368.2,130
2026-01-20T08:40:00-05:00,2368.1,2368.85,2367.55,2368.3,131
2026-01-20T08:41:00-05:00,2368.42,2368.97,2367.67,2368.22,125
2026-01-20T08:42:00-05:00,2368.12,2368.87,2367.57,2368.32,126
2026-01-20T08:43:00-05:00,2368.44,2368.99,2367.69,2368.24,127
2026-01-20T08:44:00-05:00,2368.14,2368.89,2367.59,2368.34,128
2026-01-20T08:45:00-05:00,2368.44,2368.89,2367.95,2368.4,131
2026-01-20T08:46:00-05:00,2368.5,2368.95,2368.01,2368.46,132
2026-01-20T08:47:00-05:00,2368.56,2369.01,2367.97,2368.42,133
2026-01-20T08:48:00-05:00,2368.52,2368.97,2368.03,2368.48,134
2026-01-20T08:49:00-05:00,2368.58,2369.03,2368.09,2368.54,135
2026-01-20T08:50:00-05:00,2368.64,2369.09,2368.05,2368.5,130
2026-01-20T08:51:00-05:00,2368.6,2369.05,2368.11,2368.56,131
2026-01-20T08:52:00-05:00,2368.66,2369.11,2368.17,2368.62,132
2026-01-20T08:53:00-05:00,2368.72,2369.17,2368.13,2368.58,133
2026-01-20T08:54:00-05:00,2368.68,2369.13,2368.19,2368.64,134
2026-01-20T08:55:00-05:00,2368.74,2369.19,2368.25,2368.7,135
2026-01-20T08:56:00-05:00,2368.8,2369.25,2368.21,2368.66,130
2026-01-20T08:57:00-05:00,2368.76,2369.21,2368.27,2368.72,131
2026-01-20T08:58:00-05:00,2368.82,2369.27,2368.33,2368.78,132
2026-01-20T08:59:00-05:00,2368.88,2369.33,2368.29,2368.74,133
2026-01-20T09:00:00-05:00,2369.38,2370.22,2368.58,2369.44,135
2026-01-20T09:01:00-05:00,2369.28,2370.2,2368.6,2369.34,136
2026-01-20T09:02:00-05:00,2369.45,2370.2,2368.6,2369.39,137
2026-01-20T09:03:00-05:00,2369.28,2370.2,2368.6,2369.29,138
2026-01-20T09:04:00-05:00,2369.38,2370.2,2368.58,2369.44,139
2026-01-20T09:05:00-05:00,2369.35,2370.22,2368.6,2369.34,135
2026-01-20T09:06:00-05:00,2369.38,2370.2,2368.6,2369.39,136
2026-01-20T09:07:00-05:00,2369.28,2370.2,2368.6,2369.29,137
2026-01-20T09:08:00-05:00,2369.45,2370.2,2368.58,2369.44,138
2026-01-20T09:09:00-05:00,2369.28,2370.2,2368.6,2369.34,139
2026-01-20T09:10:00-05:00,2369.38,2370.22,2368.6,2369.39,135
2026-01-20T09:11:00-05:00,2369.35,2370.2,2368.6,2369.29,136
2026-01-20T09:12:00-05:00,2369.38,2370.2,2368.58,2369.44,137
2026-01-20T09:13:00-05:00,2369.28,2370.2,2368.6,2369.34,138
2026-01-20T09:14:00-05:00,2369.45,2370.2,2368.6,2369.39,139
2026-01-20T09:15:00-05:00,2370.15,2371.65,2369.95,2371.05,340
2026-01-20T09:16:00-05:00,2370.93,2371.91,2370.61,2371.29,175
2026-01-20T09:17:00-05:00,2371.17,2372.15,2370.85,2371.53,176
2026-01-20T09:18:00-05:00,2371.41,2372.39,2371.09,2371.77,177
2026-01-20T09:19:00-05:00,2371.65,2372.63,2371.33,2372.01,178
2026-01-20T09:20:00-05:00,2371.89,2372.87,2371.57,2372.25,179
2026-01-20T09:21:00-05:00,2372.13,2373.11,2371.81,2372.49,180
2026-01-20T09:22:00-05:00,2372.37,2373.35,2372.05,2372.73,181
2026-01-20T09:23:00-05:00,2372.61,2373.59,2372.29,2372.97,182
2026-01-20T09:24:00-05:00,2372.85,2373.83,2372.53,2373.21,175
2026-01-20T09:25:00-05:00,2373.09,2374.07,2372.77,2373.45,176
2026-01-20T09:26:00-05:00,2373.33,2374.31,2373.01,2373.69,177
2026-01-20T09:27:00-05:00,2373.57,2374.55,2373.25,2373.93,178
2026-01-20T09:28:00-05:00,2373.81,2374.79,2373.49,2374.17,179
2026-01-20T09:29:00-05:00,2374.05,2375.03,2373.73,2374.41,180
2026-01-20T09:30:00-05:00,2374.29,2375.27,2373.97,2374.65,181
2026-01-20T09:31:00-05:00,2374.53,2375.51,2374.21,2374.89,182
2026-01-20T09:32:00-05:00,2374.84,2375.28,2374.56,2374.96,112
2026-01-20T09:33:00-05:00,2374.91,2375.27,2374.63,2374.95,113
2026-01-20T09:34:00-05:00,2374.9,2375.34,2374.62,2375.02,114
2026-01-20T09:35:00-05:00,2374.97,2375.33,2374.69,2375.01,110
2026-01-20T09:36:00-05:00,2374.96,2375.4,2374.68,2375.08,111
2026-01-20T09:37:00-05:00,2375.03,2375.39,2374.75,2375.07,112
2026-01-20T09:38:00-05:00,2375.02,2375.46,2374.74,2375.14,113
2026-01-20T09:39:00-05:00,2375.09,2375.45,2374.81,2375.13,114
2026-01-20T09:40:00-05:00,2375.08,2375.52,2374.8,2375.2,110
2026-01-20T09:41:00-05:00,2375.15,2375.51,2374.87,2375.19,111
2026-01-20T09:42:00-05:00,2375.14,2375.58,2374.86,2375.26,112
2026-01-20T09:43:00-05:00,2375.21,2375.57,2374.93,2375.25,113
2026-01-20T09:44:00-05:00,2375.2,2375.64,2374.92,2375.32,114
2026-01-20T09:45:00-05:00,2375.27,2375.63,2374.99,2375.31,110
2026-01-20T09:46:00-05:00,2375.26,2375.7,2374.98,2375.38,111
2026-01-20T09:47:00-05:00,2375.33,2375.69,2375.05,2375.37,112
2026-01-20T09:48:00-05:00,2375.32,2375.76,2375.04,2375.44,113
2026-01-20T09:49:00-05:00,2375.39,2375.75,2375.11,2375.43,114
2026-01-20T09:50:00-05:00,2375.38,2375.82,2375.1,2375.5,110
2026-01-20T09:51:00-05:00,2375.45,2375.81,2375.17,2375.49,111
2026-01-20T09:52:00-05:00,2375.44,2375.88,2375.16,2375.56,112
2026-01-20T09:53:00-05:00,2375.51,2375.87,2375.23,2375.55,113
2026-01-20T09:54:00-05:00,2375.5,2375.94,2375.22,2375.62,114
2026-01-20T09:55:00-05:00,2375.57,2375.93,2375.29,2375.61,110
2026-01-20T09:56:00-05:00,2375.56,2376.0,2375.28,2375.68,111
2026-01-20T09:57:00-05:00,2375.63,2375.99,2375.35,2375.67,112
2026-01-20T09:58:00-05:00,2375.62,2376.06,2375.34,2375.74,113
2026-01-20T09:59:00-05:00,2375.69,2376.05,2375.41,2375.73,114
2026-01-20T10:00:00-05:00,2375.68,2376.12,2375.4,2375.8,110
2026-01-20T10:01:00-05:00,2375.75,2376.11,2375.47,2375.79,111
2026-01-20T10:02:00-05:00,2375.74,2376.18,2375.46,2375.86,112
