datetime,open,high,low,close,volume
2026-01-15 08:20:00-05:00,2350.771716508255,2351.3398876240917,2350.8100915196965,2350.8452628519003,196
2026-01-15 08:21:00-05:00,2350.258337060105,2350.6277666892547,2348.6571223417664,2350.3670313147295,177
2026-01-15 08:22:00-05:00,2351.0709260111453,2353.598782766425,2348.4124897233355,2351.216410081839,194
2026-01-15 08:23:00-05:00,2351.976379145738,2352.390717394063,2349.332535564797,2352.0037581414986,76
2026-01-15 08:24:00-05:00,2352.162087282188,2353.404663025365,2351.3108766593887,2352.0055384856873,146
2026-01-15 08:25:00-05:00,2353.1517253954667,2353.2234333223646,2351.236074151623,2353.001032786453,172
2026-01-15 08:26:00-05:00,2353.708366360441,2353.705237494956,2351.9093743626586,2353.599554807071,189
2026-01-15 08:27:00-05:00,2353.2669173786344,2355.412028822221,2351.189237658199,2353.322637846827,105
2026-01-15 08:28:00-05:00,2355.01081424527,2357.183399358132,2354.8807237472747,2355.3088290028318,79
2026-01-15 08:29:00-05:00,2355.7568404298754,2357.946631735601,2353.212612083051,2355.70024925796,30
2026-01-15 08:30:00-05:00,2355.9910449512745,2356.668344229887,2355.3464859981113,2355.687285513017,74
2026-01-15 08:31:00-05:00,2356.7280815943586,2358.3091600485086,2354.826793995993,2356.5142258694023,95
2026-01-15 08:32:00-05:00,2357.418998034309,2359.4720836017873,2357.114090175466,2357.452649687098,197
2026-01-15 08:33:00-05:00,2357.8298293113144,2358.1338554687063,2356.230565563045,2357.6693217924044,30
2026-01-15 08:34:00-05:00,2358.2015270605357,2359.574765116926,2356.8636496863937,2358.278625460664,133
2026-01-15 08:35:00-05:00,2358.262349680292,2359.195098038975,2357.339355558355,2358.2733792937547,179
2026-01-15 08:36:00-05:00,2359.630417171881,2364.16889094203,2359.1884645860137,2359.877290155946,150
2026-01-15 08:37:00-05:00,2360.1988548583854,2361.1770755217835,2360.066100757117,2360.2619404526436,24
2026-01-15 08:38:00-05:00,2360.9653430533226,2362.080266963207,2359.989652110885,2360.9372299618803,97
2026-01-15 08:39:00-05:00,2360.6029293224674,2361.0931984889585,2360.3776701826096,2360.6367377340653,194
2026-01-15 08:40:00-05:00,2362.9793424702516,2363.782728535105,2362.7137873948122,2362.8253498455933,108
2026-01-15 08:41:00-05:00,2363.05390258803,2363.0096905255896,2361.585499031399,2362.677167767728,45
2026-01-15 08:42:00-05:00,2363.270757558017,2364.369368828067,2361.801620661543,2363.0064300283566,79
2026-01-15 08:43:00-05:00,2364.753545561444,2366.5533167154767,2362.7370255306855,2364.8145361103807,154
2026-01-15 08:44:00-05:00,2364.2310703816947,2365.2715178149424,2363.5388904364527,2364.37730698507,79
2026-01-15 08:45:00-05:00,2364.1441287191865,2364.35594592946,2363.268159067294,2364.2746606504265,181
2026-01-15 08:46:00-05:00,2365.201826276445,2367.8595355276443,2364.2698069053495,2365.3973860722863,145
2026-01-15 08:47:00-05:00,2365.0626451228627,2366.812343939015,2364.47714122996,2365.055842449014,39
2026-01-15 08:48:00-05:00,2367.4089220083156,2368.4876917904376,2365.3383482037866,2367.324698274672,49
2026-01-15 08:49:00-05:00,2367.228370740858,2367.5531941648983,2365.032776686796,2367.19176284074,101
2026-01-15 08:50:00-05:00,2367.667453238323,2368.019119121413,2367.272241827127,2367.628723237398,60
2026-01-15 08:51:00-05:00,2369.1678751043414,2369.4834247483764,2369.0183946457432,2369.136235065788,127
2026-01-15 08:52:00-05:00,2368.3480513851496,2369.4049760703824,2366.578374263429,2368.374462205297,149
2026-01-15 08:53:00-05:00,2369.9192434308634,2372.090183368403,2369.853603076917,2370.067714678163,122
2026-01-15 08:54:00-05:00,2369.712721777685,2369.8515692334277,2368.4694609249004,2369.3677925984393,32
2026-01-15 08:55:00-05:00,2370.878426661593,2372.8275501869866,2369.0978198658654,2370.6689203301667,38
2026-01-15 08:56:00-05:00,2370.8162389066993,2371.5839802821333,2370.143257840771,2370.9978900772,36
2026-01-15 08:57:00-05:00,2372.749939499988,2375.092799016883,2370.8423017389155,2372.9309878136064,81
