datetime,open,high,low,close,volume
2026-01-16T08:20:00-05:00,2359.8,2360.73,2359.35,2360.18,140
2026-01-16T08:21:00-05:00,2359.98,2360.91,2359.53,2360.36,141
2026-01-16T08:22:00-05:00,2360.16,2361.09,2359.71,2360.54,142
2026-01-16T08:23:00-05:00,2360.34,2361.27,2359.89,2360.72,143
2026-01-16T08:24:00-05:00,2360.52,2361.45,2360.07,2360.9,144
2026-01-16T08:25:00-05:00,2360.7,2361.63,2360.25,2361.08,145
2026-01-16T08:26:00-05:00,2360.88,2361.81,2360.43,2361.26,146
2026-01-16T08:27:00-05:00,2361.06,2361.99,2360.61,2361.44,147
2026-01-16T08:28:00-05:00,2361.24,2362.17,2360.79,2361.62,148
2026-01-16T08:29:00-05:00,2361.42,2362.35,2360.97,2361.8,149
2026-01-16T08:30:00-05:00,2361.6,2362.53,2361.15,2361.98,150
2026-01-16T08:31:00-05:00,2361.78,2362.71,2361.33,2362.16,151
2026-01-16T08:32:00-05:00,2361.96,2362.89,2361.51,2362.34,140
2026-01-16T08:33:00-05:00,2362.14,2363.07,2361.69,2362.52,141
2026-01-16T08:34:00-05:00,2362.32,2363.25,2361.87,2362.7,142
2026-01-16T08:35:00-05:00,2362.5,2363.43,2362.05,2362.88,143
2026-01-16T08:36:00-05:00,2362.68,2363.61,2362.23,2363.06,144
2026-01-16T08:37:00-05:00,2362.86,2363.79,2362.41,2363.24,145
2026-01-16T08:38:00-05:00,2363.04,2363.97,2362.59,2363.42,146
2026-01-16T08:39:00-05:00,2363.22,2364.15,2362.77,2363.6,147
2026-01-16T08:40:00-05:00,2363.4,2364.33,2362.95,2363.78,148
2026-01-16T08:41:00-05:00,2363.58,2364.51,2363.13,2363.96,149
2026-01-16T08:42:00-05:00,2363.76,2364.69,2363.31,2364.14,150
2026-01-16T08:43:00-05:00,2363.94,2364.87,2363.49,2364.32,151
2026-01-16T08:44:00-05:00,2364.12,2365.05,2363.67,2364.5,140
2026-01-16T08:45:00-05:00,2364.3,2365.23,2363.85,2364.68,141
2026-01-16T08:46:00-05:00,2364.48,2365.41,2364.03,2364.86,142
2026-01-16T08:47:00-05:00,2364.66,2365.59,2364.21,2365.04,143
2026-01-16T08:48:00-05:00,2364.84,2365.77,2364.39,2365.22,144
2026-01-16T08:49:00-05:00,2365.02,2365.95,2364.57,2365.4,145
2026-01-16T08:50:00-05:00,2365.2,2366.13,2364.75,2365.58,146
2026-01-16T08:51:00-05:00,2365.38,2366.31,2364.93,2365.76,147
2026-01-16T08:52:00-05:00,2365.56,2366.49,2365.11,2365.94,148
2026-01-16T08:53:00-05:00,2365.74,2366.67,2365.29,2366.12,149
2026-01-16T08:54:00-05:00,2365.92,2366.85,2365.47,2366.3,150
