datetime,open,high,low,close,volume
2026-01-21T08:20:00-05:00,2367.93,2368.44,2367.51,2368.04,120
2026-01-21T08:21:00-05:00,2368.12,2368.52,2367.66,2368.08,121
2026-01-21T08:22:00-05:00,2368.01,2368.45,2367.59,2368.05,122
2026-01-21T08:23:00-05:00,2368.13,2368.53,2367.6,2368.02,123
2026-01-21T08:24:00-05:00,2367.95,2368.46,2367.53,2368.06,124
2026-01-21T08:25:00-05:00,2368.14,2368.54,2367.68,2368.1,125
2026-01-21T08:26:00-05:00,2368.03,2368.47,2367.61,2368.07,126
2026-01-21T08:27:00-05:00,2368.15,2368.55,2367.62,2368.04,127
2026-01-21T08:28:00-05:00,2367.97,2368.48,2367.55,2368.08,120
2026-01-21T08:29:00-05:00,2368.16,2368.56,2367.7,2368.12,121
2026-01-21T08:30:00-05:00,2368.05,2368.49,2367.63,2368.09,122
2026-01-21T08:31:00-05:00,2368.17,2368.57,2367.64,2368.06,123
2026-01-21T08:32:00-05:00,2367.99,2368.5,2367.57,2368.1,124
2026-01-21T08:33:00-05:00,2368.18,2368.58,2367.72,2368.14,125
2026-01-21T08:34:00-05:00,2368.07,2368.51,2367.65,2368.11,126
2026-01-21T08:35:00-05:00,2368.19,2368.59,2367.66,2368.08,127
2026-01-21T08:36:00-05:00,2368.01,2368.52,2367.59,2368.12,120
2026-01-21T08:37:00-05:00,2368.2,2368.6,2367.74,2368.16,121
2026-01-21T08:38:00-05:00,2368.09,2368.53,2367.67,2368.13,122
2026-01-21T08:39:00-05:00,2368.21,2368.61,2367.68,2368.1,123
2026-01-21T08:40:00-05:00,2368.03,2368.54,2367.61,2368.14,124
2026-01-21T08:41:00-05:00,2368.22,2368.62,2367.76,2368.18,125
2026-01-21T08:42:00-05:00,2368.11,2368.55,2367.69,2368.15,126
2026-01-21T08:43:00-05:00,2368.23,2368.63,2367.7,2368.12,127
2026-01-21T08:44:00-05:00,2368.05,2368.56,2367.63,2368.16,120
2026-01-21T08:45:00-05:00,2368.24,2368.64,2367.78,2368.2,121
2026-01-21T08:46:00-05:00,2368.13,2368.57,2367.71,2368.17,122
2026-01-21T08:47:00-05:00,2368.25,2368.65,2367.72,2368.14,123
2026-01-21T08:48:00-05:00,2368.07,2368.58,2367.65,2368.18,124
2026-01-21T08:49:00-05:00,2368.26,2368.66,2367.8,2368.22,125
2026-01-21T08:50:00-05:00,2368.15,2368.59,2367.73,2368.19,126
