datetime,open,high,low,close,volume
2026-01-20T08:20:00-05:00,2367.93,2368.44,2367.51,2368.04,120
2026-01-20T08:21:00-05:00,2368.12,2368.52,2367.66,2368.08,121
2026-01-20T08:22:00-05:00,2368.01,2368.45,2367.59,2368.05,122
2026-01-20T08:23:00-05:00,2368.13,2368.53,2367.6,2368.02,123
2026-01-20T08:24:00-05:00,2367.95,2368.46,2367.53,2368.06,124
2026-01-20T08:25:00-05:00,2368.14,2368.54,2367.68,2368.1,125
2026-01-20T08:26:00-05:00,2368.03,2368.47,2367.61,2368.07,126
2026-01-20T08:27:00-05:00,2368.15,2368.55,2367.62,2368.04,127
2026-01-20T08:28:00-05:00,2367.97,2368.48,2367.55,2368.08,120
2026-01-20T08:29:00-05:00,2368.16,2368.56,2367.7,2368.12,121
2026-01-20T08:30:00-05:00,2368.05,2368.49,2367.63,2368.09,122
2026-01-20T08:31:00-05:00,2368.17,2368.57,2367.64,2368.06,123
2026-01-20T08:32:00-05:00,2367.99,2368.5,2367.57,2368.1,124
2026-01-20T08:33:00-05:00,2368.18,2368.58,2367.72,2368.14,125
2026-01-20T08:34:00-05:00,2368.07,2368.51,2367.65,2368.11,126
2026-01-20T08:35:00-05:00,2368.19,2368.59,2367.66,2368.08,127
2026-01-20T08:36:00-05:00,2368.01,2368.52,2367.59,2368.12,120
2026-01-20T08:37:00-05:00,2368.2,2368.6,2367.74,2368.16,121
2026-01-20T08:38:00-05:00,2368.09,2368.53,2367.67,2368.13,122
2026-01-20T08:39:00-05:00,2368.21,2368.61,2367.68,2368.1,123
2026-01-20T08:40:00-05:00,2368.03,2368.54,2367.61,2368.14,124
2026-01-20T08:41:00-05:00,2368.22,2368.62,2367.76,2368.18,125
2026-01-20T08:42:00-05:00,2368.11,2368.55,2367.69,2368.15,126
2026-01-20T08:43:00-05:00,2368.23,2368.63,2367.7,2368.12,127
2026-01-20T08:44:00-05:00,2368.05,2368.56,2367.63,2368.16,120
2026-01-20T08:45:00-05:00,2368.24,2368.64,2367.78,2368.2,121
2026-01-20T08:46:00-05:00,2368.13,2368.57,2367.71,2368.17,122
2026-01-20T08:47:00-05:00,2368.25,2368.65,2367.72,2368.14,123
2026-01-20T08:48:00-05:00,2368.07,2368.58,2367.65,2368.18,124
2026-01-20T08:49:00-05:00,2368.26,2368.66,2367.8,2368.22,125
2026-01-20T08:50:00-05:00,2368.15,2368.59,2367.73,2368.19,126
2026-01-20T08:51:00-05:00,2368.27,2368.67,2367.74,2368.16,127
2026-01-20T08:52:00-05:00,2368.09,2368.6,2367.67,2368.2,120
2026-01-20T08:53:00-05:00,2368.28,2368.68,2367.82,2368.24,121
2026-01-20T08:54:00-05:00,2368.17,2368.61,2367.75,2368.21,122
2026-01-20T08:55:00-05:00,2368.29,2368.69,2367.76,2368.18,123
2026-01-20T08:56:00-05:00,2368.11,2368.62,2367.69,2368.22,124
2026-01-20T08:57:00-05:00,2368.3,2368.7,2367.84,2368.26,125
2026-01-20T08:58:00-05:00,2368.19,2368.63,2367.77,2368.23,126
2026-01-20T08:59:00-05:00,2368.31,2368.71,2367.78,2368.2,127
2026-01-20T09:00:00-05:00,2368.13,2368.64,2367.71,2368.24,120
2026-01-20T09:01:00-05:00,2368.32,2368.72,2367.86,2368.28,121
2026-01-20T09:02:00-05:00,2368.21,2368.65,2367.79,2368.25,122
2026-01-20T09:03:00-05:00,2368.33,2368.73,2367.8,2368.22,123
2026-01-20T09:04:00-05:00,2368.15,2368.66,2367.73,2368.26,124
2026-01-20T09:05:00-05:00,2368.34,2368.74,2367.88,2368.3,125
2026-01-20T09:06:00-05:00,2368.23,2368.67,2367.81,2368.27,126
2026-01-20T09:07:00-05:00,2368.35,2368.75,2367.82,2368.24,127
2026-01-20T09:08:00-05:00,2368.17,2368.68,2367.75,2368.28,120
2026-01-20T09:09:00-05:00,2368.36,2368.76,2367.9,2368.32,121
2026-01-20T09:10:00-05:00,2368.25,2368.69,2367.83,2368.29,122
2026-01-20T09:11:00-05:00,2368.37,2368.77,2367.84,2368.26,123
2026-01-20T09:12:00-05:00,2368.19,2368.7,2367.77,2368.3,124
2026-01-20T09:13:00-05:00,2368.38,2368.78,2367.92,2368.34,125
2026-01-20T09:14:00-05:00,2368.27,2368.71,2367.85,2368.31,126
2026-01-20T09:15:00-05:00,2368.39,2368.79,2367.86,2368.28,127
2026-01-20T09:16:00-05:00,2368.21,2368.72,2367.79,2368.32,120
2026-01-20T09:17:00-05:00,2368.4,2368.8,2367.94,2368.36,121
2026-01-20T09:18:00-05:00,2368.29,2368.73,2367.87,2368.33,122
2026-01-20T09:19:00-05:00,2368.41,2368.81,2367.88,2368.3,123
2026-01-20T09:20:00-05:00,2368.23,2368.74,2367.81,2368.34,124
2026-01-20T09:21:00-05:00,2368.42,2368.82,2367.96,2368.38,125
2026-01-20T09:22:00-05:00,2368.31,2368.75,2367.89,2368.35,126
2026-01-20T09:23:00-05:00,2368.43,2368.83,2367.9,2368.32,127
2026-01-20T09:24:00-05:00,2368.25,2368.76,2367.83,2368.36,120
2026-01-20T09:25:00-05:00,2368.44,2368.84,2367.98,2368.4,121
2026-01-20T09:26:00-05:00,2368.33,2368.77,2367.91,2368.37,122
2026-01-20T09:27:00-05:00,2368.45,2368.85,2367.92,2368.34,123
2026-01-20T09:28:00-05:00,2368.27,2368.78,2367.85,2368.38,124
2026-01-20T09:29:00-05:00,2368.46,2368.86,2368.0,2368.42,125
2026-01-20T09:30:00-05:00,2368.35,2368.79,2367.93,2368.39,126
2026-01-20T09:31:00-05:00,2368.47,2368.87,2367.94,2368.36,127
2026-01-20T09:32:00-05:00,2368.29,2368.8,2367.87,2368.4,120
2026-01-20T09:33:00-05:00,2368.48,2368.88,2368.02,2368.44,121
2026-01-20T09:34:00-05:00,2368.37,2368.81,2367.95,2368.41,122
2026-01-20T09:35:00-05:00,2368.49,2368.89,2367.96,2368.38,123
2026-01-20T09:36:00-05:00,2368.31,2368.82,2367.89,2368.42,124
2026-01-20T09:37:00-05:00,2368.5,2368.9,2368.04,2368.46,125
2026-01-20T09:38:00-05:00,2368.39,2368.83,2367.97,2368.43,126
2026-01-20T09:39:00-05:00,2368.51,2368.91,2367.98,2368.4,127
2026-01-20T09:40:00-05:00,2368.33,2368.84,2367.91,2368.44,120
2026-01-20T09:41:00-05:00,2368.52,2368.92,2368.06,2368.48,121
2026-01-20T09:42:00-05:00,2368.41,2368.85,2367.99,2368.45,122
2026-01-20T09:43:00-05:00,2368.53,2368.93,2368.0,2368.42,123
2026-01-20T09:44:00-05:00,2368.35,2368.86,2367.93,2368.46,124
2026-01-20T09:45:00-05:00,2368.54,2368.94,2368.08,2368.5,125
2026-01-20T09:46:00-05:00,2368.43,2368.87,2368.01,2368.47,126
2026-01-20T09:47:00-05:00,2368.55,2368.95,2368.02,2368.44,127
2026-01-20T09:48:00-05:00,2368.37,2368.88,2367.95,2368.48,120
2026-01-20T09:49:00-05:00,2368.56,2368.96,2368.1,2368.52,121
2026-01-20T09:50:00-05:00,2368.45,2368.89,2368.03,2368.49,122
2026-01-20T09:51:00-05:00,2368.57,2368.97,2368.04,2368.46,123
2026-01-20T09:52:00-05:00,2368.39,2368.9,2367.97,2368.5,124
2026-01-20T09:53:00-05:00,2368.58,2368.98,2368.12,2368.54,125
2026-01-20T09:54:00-05:00,2368.47,2368.91,2368.05,2368.51,126
2026-01-20T09:55:00-05:00,2369.65,2370.47,2368.95,2369.66,140
2026-01-20T09:56:00-05:00,2369.78,2370.45,2368.93,2369.77,135
2026-01-20T09:57:00-05:00,2369.65,2370.45,2368.95,2369.69,136
2026-01-20T09:58:00-05:00,2369.73,2370.45,2368.95,2369.74,137
2026-01-20T09:59:00-05:00,2369.7,2370.45,2368.95,2369.66,138
2026-01-20T10:00:00-05:00,2369.73,2370.47,2368.93,2369.77,139
