date,open,high,low,close,volume
2022-06-01,393.93737437755783,394.9526303936965,386.1187650491988,388.6427307128906,86585800
2022-06-02,388.48145435599463,396.0912850769354,386.2231676872298,396.0438537597656,79609600
2022-06-03,391.3090821713431,392.8652233845477,388.56689726718866,389.5442199707031,71874300
2022-06-06,393.56730062291246,395.3036979360481,389.5536210568921,390.730224609375,57508900
2022-06-07,387.2290103959471,394.933733813302,386.7640502194845,394.478271484375,59272400
2022-06-08,392.76078918941744,394.55414472787754,389.39235483614425,390.18939208984375,64350000
2022-06-09,388.4055491902739,390.68280270998093,380.9095764160156,380.9095764160156,86289800
2022-06-10,374.6850215978316,375.53898793791575,369.81737581545275,369.86480712890625,132893900
2022-06-13,360.42371387649325,362.28346743198733,354.2086766578207,355.8217468261719,170004900
2022-06-14,357.5772110735312,358.6114630153402,351.63734959806027,354.7496032714844,104011800
2022-06-15,358.06105206229864,364.2665916822706,353.089045254612,359.8069763183594,125666800
2022-06-16,351.5613800602234,351.96938204270447,345.460201230786,347.8987731933594,134473300
2022-06-17,348.3152310787503,352.0031690489885,345.13235902285084,348.64874267578125,111113900
2022-06-21,354.3951412687327,358.8168459845613,354.3188884339103,357.425537109375,76811900
2022-06-22,353.1848307301624,360.90378632423085,352.76552742803,356.7774963378906,90059400
2022-06-23,358.9216589541497,361.00860756659887,355.3480709955404,360.27484130859375,79292100
2022-06-24,363.45768235964005,371.7388784729005,363.4290948216974,371.7293395996094,98050300
2022-06-27,372.65371362985945,372.9491278864309,369.2135538308483,370.3094482421875,66009600
2022-06-28,371.87238547630193,374.66454224306847,362.62869181609204,362.7430419921875,86548900
2022-06-29,363.29580804393095,364.28686238620134,360.6180011970628,362.4476623535156,65676000
2022-06-30,358.5404949469073,362.75257724327525,355.033620532644,359.50299072265625,112508300
2022-07-01,358.8453758820179,363.74358732379653,356.21520605993095,363.3052062988281,74839700
2022-07-05,358.19742913117045,364.0104717926043,355.3576072193394,363.99139404296875,81438000
2022-07-06,364.1343488121394,367.7174760792101,361.7424467576076,365.2207336425781,70426200
2022-07-07,367.00273549110653,371.4911540880881,365.23975951148003,370.690673828125,64525900
2022-07-08,369.05157936616473,372.2630682971359,367.5173328363373,370.3857421875,72397800
2022-07-11,367.6983874150096,368.6703928823558,365.4589331166824,366.15460205078125,58366900
2022-07-12,365.6018961252451,367.993827167092,361.16111363619996,362.91455078125,62219200
2022-07-13,357.4541259795869,363.9532987804005,357.0348226323127,361.0086364746094,84224600
2022-07-14,356.03413523610556,361.21822195982054,353.5850586433905,360.1318664550781,89704800
2022-07-15,364.5535928494989,367.1265877056468,362.63816955892236,367.0122375488281,79060400
2022-07-18,370.1093779909023,370.7859691967166,362.7525501059406,363.98187255859375,63203600
2022-07-19,367.91757046251206,374.388155662866,367.26005698672697,373.8163757324219,78506000
2022-07-20,374.00694154890255,377.6186558198573,372.6346814850552,376.19873046875,71843800
2022-07-21,375.6174381384512,380.07726877334886,373.2064587109506,380.0296325683594,64903900
2022-07-22,380.15353339871814,381.354239171884,374.273777240293,376.5036926269531,72197300
2022-07-25,377.1326153148139,377.81874530443775,374.71209714559507,376.9610900878906,53631500
2022-07-26,375.31251747797376,375.52216914554964,371.6055305018474,372.5013122558594,52946400
2022-07-27,375.8080541838099,383.92726526145685,375.5126398831095,382.173828125,82342100
2022-07-28,382.9838409651642,387.66283348896036,379.41976258385523,386.9671936035156,73966600
2022-07-29,388.40613000686983,393.5997563368219,387.6342373050366,392.6086730957031,87003700
2022-08-01,389.9022899930606,393.9618954868596,389.1875723544022,391.4460754394531,69997500
2022-08-02,389.8737184031951,393.5711957915866,387.6819291877356,388.86358642578125,63435400
2022-08-03,390.9981480641734,396.125060100099,390.71227266816476,394.95294189453125,67820600
2022-08-04,394.8767311502338,395.5628612557088,393.0375313820632,394.6861572265625,45656600
2022-08-05,390.3882497089018,394.66701603497324,390.33107463279765,394.0190124511719,56814900
2022-08-08,395.715337324213,397.9738404362048,392.4562120570023,393.5616455078125,53886100
2022-08-09,392.8278470466538,393.33291297938877,390.9219334767961,391.998779296875,44931800
2022-08-10,399.07926069918796,400.3752971125264,397.11617195301557,400.2323303222656,68665700
2022-08-11,403.0912008165285,404.95901714510643,399.4890251570347,400.2323303222656,59489700
2022-08-12,402.1762848946771,407.1125932522657,401.2233282658641,407.0077819824219,61694500
2022-08-15,404.7874081344015,409.2091411942346,404.7302330587942,408.68499755859375,54048300
2022-08-16,407.6081782948637,411.42000508115757,406.79815928639016,409.4855041503906,59289000
2022-08-17,405.87383128900353,409.29494268682157,404.56828513540523,406.5790100097656,63563400
2022-08-18,406.7791077729189,408.4467820994696,405.483100541327,407.76068115234375,49023200
2022-08-19,404.98752128373684,405.25434797830707,401.4043950292832,402.2811279296875,68016900
2022-08-22,397.4305854744403,397.6021397850265,392.99934257592776,393.9046630859375,77695600
