2026-01-02 13:07:59 CST | INFO     | __main__:main:47 - 🚀 Starting MyTrader RAG-Enhanced Bot (LIVE MODE)

2026-01-02 13:07:59 CST | INFO     | mytrader.rag.local_vector_store:__init__:46 - Local vector store ready at rag_data/local_kb/local_kb.sqlite

2026-01-02 13:07:59 CST | INFO     | mytrader.execution.components.trading_session_manager:initialize:42 - Initializing trading components...

2026-01-02 13:07:59 CST | INFO     | mytrader.utils.telegram_notifier:__init__:44 - ✅ Telegram notifications enabled

2026-01-02 13:07:59 CST | INFO     | mytrader.execution.components.trading_session_manager:initialize:63 - ✅ Telegram notifications initialized

2026-01-02 13:07:59 CST | INFO     | mytrader.monitoring.order_tracker:_init_database:156 - Order tracker database initialized: /Users/svss/Documents/code/MyTrader/data/orders.db

2026-01-02 13:07:59 CST | INFO     | mytrader.execution.ib_executor:connect:540 - Connecting executor to IBKR 127.0.0.1:4002 (client_id=11, timeout=120s)

2026-01-02 13:08:00 CST | INFO     | mytrader.execution.ib_executor:connect:568 - Connected to IBKR - using snapshot market data requests

2026-01-02 13:08:00 CST | INFO     | mytrader.execution.ib_executor:connect:578 - Skipping startup order cancel per config (cancel_orders_on_startup=False)

2026-01-02 13:08:00 CST | INFO     | mytrader.execution.ib_executor:_start_keepalive:2632 - Keepalive task started

2026-01-02 13:08:00 CST | INFO     | mytrader.execution.components.trading_session_manager:force_order_reconciliation:235 - Forcing reconciliation of active orders with IBKR...

2026-01-02 13:08:00 CST | INFO     | mytrader.execution.ib_executor:_reconcile_orders:695 - ✅ No active orders

2026-01-02 13:08:00 CST | INFO     | mytrader.execution.components.trading_session_manager:force_order_reconciliation:237 - Order reconciliation complete.

2026-01-02 13:08:00 CST | INFO     | mytrader.execution.components.cooldown_manager:load_persistent_cooldown_state:79 - ⏱️ Cooldown resume: last trade at %s

2026-01-02 13:08:00 CST | INFO     | mytrader.execution.components.trading_session_manager:initialize:93 - ✅ RAG Storage initialized

2026-01-02 13:08:00 CST | INFO     | mytrader.llm.trade_logger:_init_database:77 - Trade logger database initialized: /Users/svss/Documents/code/MyTrader/data/llm_trades.db

2026-01-02 13:08:00 CST | INFO     | mytrader.execution.components.trading_session_manager:initialize:100 - ✅ Decision metrics logger initialized

2026-01-02 13:08:00 CST | INFO     | mytrader.rag.s3_storage:__init__:137 - S3Storage initialized: s3://rag-bot-storage-897729113303/spy-futures-bot/

2026-01-02 13:08:00 CST | INFO     | mytrader.rag.rag_storage_manager:__init__:164 - RAGStorageManager initialized with S3: s3://rag-bot-storage-897729113303/spy-futures-bot/

2026-01-02 13:08:00 CST | INFO     | mytrader.rag.trade_logger:__init__:67 - TradeLogger initialized

